Shift TestRadius  ARL  Std  Q1  Med  Q3  Max min
 0.800 0.160    23.8850     0.2372    12.0000    20.0000    31.0000   152.0000     0.0000
 0.800 0.140    26.9960     0.2741    14.0000    23.0000    36.0000   190.0000     0.0000
 0.800 0.120    31.2816     0.3228    16.0000    26.0000    41.0000   197.0000     0.0000
 0.800 0.100    37.3574     0.3917    18.0000    31.0000    50.0000   251.0000     0.0000
 0.800 0.080    48.7430     0.5775    21.0000    38.0000    65.0000   517.0000     0.0000
 0.800 0.060    68.2714     0.8557    26.0000    51.0000    93.0000   604.0000     0.0000
 0.800 0.040   103.6480     1.3741    36.0000    76.0000   141.0000   886.0000     0.0000
 0.800 0.020   158.9468     2.1939    49.0000   111.0000   217.0000  1329.0000     0.0000
 0.600 0.200    34.4700     0.3884    16.0000    28.0000    46.0000   343.0000     0.0000
 0.600 0.180    38.9388     0.4263    18.0000    31.0000    52.0000   296.0000     0.0000
 0.600 0.160    43.1240     0.4854    19.0000    34.0000    58.0000   300.0000     0.0000
 0.600 0.140    49.6322     0.5851    21.0000    39.0000    67.0000   475.0000     0.0000
 0.600 0.120    56.8852     0.6646    24.0000    45.0000    76.0000   530.0000     0.0000
 0.600 0.100    67.4516     0.8379    28.0000    52.0000    89.0000   557.0000     0.0000
 0.600 0.080    82.0016     1.0202    32.0000    62.0000   109.0000   646.0000     0.0000
 0.600 0.060   104.1082     1.3613    37.0000    78.0000   141.0000   921.0000     0.0000
 0.600 0.040   139.8576     1.8778    46.0000   103.0000   191.0000  1418.0000     0.0000
 0.600 0.020   174.9392     2.4568    52.0000   122.0000   241.0000  1526.0000     0.0000
 0.400 0.200    82.2326     1.0946    29.0000    59.0000   111.0000   657.0000     0.0000
 0.400 0.180    86.3470     1.1405    30.0000    64.0000   116.0000   676.0000     0.0000
 0.400 0.160    95.4658     1.2248    33.0000    72.0000   133.0000   699.0000     0.0000
 0.400 0.140   110.0598     1.4878    36.0000    79.0000   150.0000  1032.0000     0.0000
 0.400 0.120   119.6214     1.6271    39.0000    86.0000   163.0000  1510.0000     0.0000
 0.400 0.100   129.8362     1.7353    41.0000    94.0000   177.0000   983.0000     0.0000
 0.400 0.080   150.4338     2.0348    46.0000   105.0000   211.0000  1090.0000     0.0000
 0.400 0.060   169.4564     2.3409    50.0000   118.0000   237.0000  1517.0000     0.0000
 0.400 0.040   181.8290     2.5262    54.0000   129.0000   251.0000  1734.0000     0.0000
 0.400 0.020   193.3370     2.7940    55.0000   133.0000   269.0000  2000.0000     0.0000
 0.200 0.200   166.6042     2.3902    48.0000   115.0000   229.0000  1548.0000     0.0000
 0.200 0.180   171.2454     2.4076    50.0000   122.0000   236.0000  1390.0000     0.0000
 0.200 0.160   169.6962     2.3589    49.0000   120.0000   236.0000  1417.0000     0.0000
 0.200 0.140   177.5126     2.5399    51.0000   123.0000   247.0000  1895.0000     0.0000
 0.200 0.120   186.6940     2.6713    52.0000   128.0000   260.0000  1877.0000     0.0000
 0.200 0.100   185.1658     2.6176    55.0000   128.0000   255.0000  1651.0000     0.0000
 0.200 0.080   192.3514     2.6909    55.0000   136.0000   269.0000  1462.0000     0.0000
 0.200 0.060   195.1510     2.7840    54.0000   136.0000   267.0000  1560.0000     0.0000
 0.200 0.040   203.0958     2.8774    58.0000   141.0000   281.0000  1952.0000     0.0000
 0.200 0.020   199.7478     2.8286    56.0000   140.0000   275.0000  1953.0000     0.0000
