Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 0.400 0.120    67.4675     1.4153    24.0000    48.0000    90.0000   479.0000     0.0000
 0.400 0.100    83.6805     1.7328    28.0000    60.0000   115.0000   670.0000     0.0000
 0.400 0.080   102.5250     2.1502    36.0000    71.0000   138.0000   702.0000     0.0000
 0.400 0.060   133.4655     2.8706    43.0000    95.0000   177.0000  1008.0000     0.0000
 0.400 0.040   165.6120     3.5491    50.0000   119.0000   230.0000  1307.0000     0.0000
 0.400 0.020   191.1640     4.1136    59.0000   135.0000   266.0000  1327.0000     0.0000
 0.200 0.200   132.0150     2.8272    40.0000    94.0000   183.0000  1038.0000     0.0000
 0.200 0.180   142.3030     2.9908    45.0000   101.0000   201.0000   872.0000     0.0000
 0.200 0.160   147.1885     3.2311    44.0000   106.0000   204.0000  1569.0000     0.0000
 0.200 0.140   154.8910     3.4129    46.0000   110.0000   208.0000  1054.0000     0.0000
 0.200 0.120   169.6145     3.6549    49.0000   121.0000   237.0000  1230.0000     0.0000
 0.200 0.100   171.1110     3.7852    50.0000   120.0000   244.0000  1365.0000     0.0000
 0.200 0.080   180.3190     3.9832    49.0000   124.0000   253.0000  1191.0000     0.0000
 0.200 0.060   198.6925     4.5887    56.0000   135.0000   274.0000  1658.0000     0.0000
 0.200 0.040   196.3850     4.4514    55.0000   132.0000   274.0000  1345.0000     0.0000
 0.200 0.020   200.9570     4.4924    54.0000   137.0000   285.0000  1555.0000     0.0000
