Iter_Limit,  Result_ARL,  Total_Calc_Time(s)
      3.514942      220.828800       1841.4715
      3.514942      216.412000       1805.8787
      3.514942      225.306600       1877.1333
      3.514942      214.067800       1783.8680
      3.514942      218.420800       1820.4405
      3.514942      214.338800       1832.8314
      3.514942      219.099800       1832.6624
      3.514942      219.698600       1828.1640
      3.514942      211.375600       1759.8984
      3.514942      216.986000       1807.1464
      3.514942      213.314400       1777.4864
      3.514942      213.828200       1786.5163
      3.514942      220.454400       1837.4162
      3.514942      210.423400       1754.5010
      3.514942      218.503800       1810.5949
      3.514942      212.247400       1742.7428
      3.514942      219.155800       1802.7154
      3.514942      217.911200       1787.2616
      3.514942      220.874800       1812.8560
      3.514942      217.681000       1788.5071
      3.514942      213.440800       1753.8192
      3.514942      216.778800       1782.8934
      3.514942      217.252800       1784.6463
      3.514942      219.933000       1812.1487
      3.514942      217.431400       1787.0319
      3.514942      211.283600       1735.2567
      3.514942      219.869800       1813.4294
      3.514942      214.285000       1776.7767
      3.514942      215.524000       1805.9677
      3.514942      209.684000       1726.3203
      3.514942      214.959400       1762.4328
      3.514942      213.537400       1753.8638
      3.514942      208.727400       1729.0417
      3.514942      212.502400       1777.8408
      3.514942      218.880000       1861.8197
      3.514942      210.770000       1756.7235
      3.514942      213.788000       1783.2172
      3.514942      219.509000       1829.3185
      3.514942      218.520600       1821.4171
      3.514942      215.631800       1795.1946
      3.514942      215.314000       1797.9000
      3.514942      214.196600       1787.9773
      3.514942      213.164000       1775.0880
      3.514942      213.813600       1755.7123
      3.514942      215.581000       1771.9630
      3.514942      213.414000       1752.9374
      3.514942      217.752400       1791.1300
      3.514942      213.544200       1753.8513
      3.514942      216.529600       1777.2338
      3.514942      218.823000       1797.8148
      3.514942      218.045600       1794.5779
      3.514942      216.719800       1779.5106
      3.514942      214.638200       1782.4930
      3.514942      216.903400       1812.3621
      3.514942      215.310000       1799.2067
      3.514942      213.140200       1784.1311
      3.514942      216.726600       1815.2129
      3.514942      216.376400       1807.6864
      3.514942      220.560000       1837.6391
      3.514942      210.182400       1726.3523
      3.514942      216.832400       1781.4283
      3.514942      216.496400       1784.4156
      3.514942      215.660800       1797.1448
      3.514942      212.296600       1773.2424
      3.514942      213.636400       1787.4997
      3.514942      213.603000       1778.7223
      3.514942      214.317400       1788.9734
      3.514942      218.832000       1823.5569
      3.514942      209.357800       1746.2423
      3.514942      212.237800       1767.7060
      3.514942      214.129800       1787.1842
      3.514942      213.312400       1780.2782
      3.514942      213.713200       1782.4254
      3.514942      218.704400       1821.6646
      3.514942      217.435000       1844.5232
      3.514942      215.636600       1769.1316
      3.514942      216.439000       1779.8542
      3.514942      213.327000       1752.0131
      3.514942      217.626200       1786.9488
      3.514942      213.166400       1750.4581
      3.514942      211.231600       1734.1679
      3.514942      217.318000       1786.8604
      3.514942      219.583600       1804.9986
      3.514942      217.495000       1789.9055
      3.514942      220.493400       1811.8769
      3.514942      214.305200       1758.2853
      3.514942      215.921800       1796.7459
      3.514942      215.276600       1796.7380
      3.514942      214.426200       1775.0806
      3.514942      217.920000       1788.5693
      3.514942      213.924000       1753.8215
      3.514942      213.794400       1752.6865
      3.514942      218.785400       1821.7342
      3.514942      211.118000       1760.4619
      3.514942      216.800000       1809.4903
      3.514942      216.210600       1799.6635
      3.514942      209.510200       1741.3833
      3.514942      211.384600       1735.5789
      3.514942      218.175600       1790.8539
      3.514942      215.058000       1765.1287
      3.514942      208.920600       1716.8075
      3.514942      215.085200       1763.6770
      3.514942      221.617400       1818.4576
      3.514942      214.501000       1758.7566
      3.514942      208.729800       1713.1212
      3.514942      212.661600       1768.8752
      3.514942      214.862200       1791.0626
      3.514942      211.793200       1766.2090
      3.514942      215.488200       1795.9668
      3.514942      218.012200       1817.3779
      3.514942      218.198400       1819.8306
      3.514942      216.323400       1803.8170
      3.514942      217.902800       1817.4948
      3.514942      212.224800       1769.1189
      3.514942      214.110600       1787.1972
      3.514942      218.398200       1823.1004
      3.514942      216.686600       1815.9958
      3.514942      214.736600       1788.4755
      3.514942      217.158600       1811.2244
      3.514942      211.527400       1762.4391
      3.514942      217.955400       1813.2419
      3.514942      216.896600       1807.7458
      3.514942      214.442200       1788.4030
      3.514942      215.638600       1800.9485
      3.514942      214.371000       1792.4314
      3.514942      217.132200       1806.2459
      3.514942      212.802000       1802.1813
      3.514942      216.945200       1813.7653
      3.514942      219.865000       1833.9436
      3.514942      213.200400       1778.3430
      3.514942      215.886400       1807.4659
      3.514942      214.437000       1789.4987
      3.514942      214.671400       1783.7734
      3.514942      217.573800       1787.6424
      3.514942      213.207400       1751.4922
      3.514942      223.773800       1854.7941
      3.514942      217.271200       1809.9628
      3.514942      213.729800       1782.6463
      3.514942      214.323200       1785.6626
      3.514942      216.746200       1802.2184
      3.514942      217.874200       1816.3930
      3.514942      218.790800       1821.8364
      3.514942      216.892200       1807.2646
      3.514942      213.114600       1776.8323
      3.514942      210.836800       1762.1315
      3.514942      209.902800       1754.5030
      3.514942      214.815400       1781.7124
      3.514942      210.496200       1760.0338
      3.514942      211.264200       1754.6414
      3.514942      211.765400       1749.2188
      3.514942      216.004800       1771.6552
      3.514942      213.570600       1752.5351
      3.514942      214.831400       1766.6653
      3.514942      212.796200       1742.3510
      3.514942      223.614200       1838.4814
      3.514942      215.274200       1767.2638
      3.514942      215.039800       1762.5621
      3.514942      211.532800       1739.2310
      3.514942      219.158600       1822.8224
      3.514942      218.551800       1821.2464
      3.514942      216.754400       1809.6162
      3.514942      216.425400       1804.7268
      3.514942      214.872600       1797.5124
      3.514942      218.187200       1818.1609
      3.514942      215.096600       1794.7147
      3.514942      213.629200       1784.6653
      3.514942      218.708400       1823.9704
      3.514942      211.255600       1764.1583
      3.514942      213.308800       1783.2648
      3.514942      215.688400       1799.7812
      3.514942      214.227200       1786.9833
      3.514942      215.909800       1797.9255
      3.514942      217.753600       1819.0399
      3.514942      214.172000       1783.0181
      3.514942      223.943000       1869.5069
      3.514942      211.764600       1783.9207
      3.514942      213.801600       1786.1053
      3.514942      214.629200       1790.9437
      3.514942      209.985800       1748.9170
      3.514942      216.424000       1803.6548
      3.514942      210.178000       1751.2935
      3.514942      215.597200       1797.9550
      3.514942      215.105200       1793.9856
      3.514942      213.223200       1775.5419
      3.514942      214.736600       1787.6611
      3.514942      212.551800       1772.1032
      3.514942      212.988000       1803.0712
      3.514942      215.635400       1803.1430
      3.514942      212.981200       1777.8698
      3.514942      211.694600       1767.3903
      3.514942      215.960600       1798.5561
      3.514942      216.081000       1803.4367
      3.514942      216.203600       1803.7159
      3.514942      210.344200       1748.6345
      3.514942      212.328400       1765.8143
      3.514942      213.880600       1796.0514
      3.514942      217.845400       1814.0739
      3.514942      218.353600       1821.7893
      3.514942      218.133800       1812.4607
      3.514942      214.779400       1788.2759
      3.514942      213.378800       1778.3220
      3.514942      215.875000       1794.8048
      3.514942      217.011200       1812.9627
      3.514942      216.763200       1794.6441
      3.514942      217.114400       1811.6575
      3.514942      217.491000       1817.1131
      3.514942      211.906200       1761.2955
      3.514942      220.315400       1847.3088
      3.514942      216.353000       1801.3957
      3.514942      211.485000       1763.2330
      3.514942      217.529800       1791.8132
      3.514942      214.986400       1764.7266
      3.514942      215.498200       1768.9307
      3.514942      220.063200       1809.5901
      3.514942      211.725000       1739.9242
      3.514942      218.486600       1794.4649
      3.514942      217.631200       1793.5317
      3.514942      209.469600       1718.9469
      3.514942      212.165800       1745.2614
      3.514942      215.343200       1767.5704
      3.514942      213.088200       1749.5487
      3.514942      219.851400       1807.5085
      3.514942      220.365400       1810.0239
      3.514942      212.145800       1742.1465
      3.514942      212.475800       1743.9030
      3.514942      216.688400       1779.7811
      3.514942      215.020400       1768.7738
      3.514942      215.865200       1769.6783
      3.514942      213.551600       1754.0148
      3.514942      215.473400       1765.3946
      3.514942      214.171400       1756.9491
      3.514942      214.351200       1776.9057
      3.514942      212.691400       1770.5708
      3.514942      216.003800       1790.3491
      3.514942      215.817000       1794.2069
      3.514942      218.088400       1816.7496
      3.514942      217.588200       1823.7688
      3.514942      219.192200       1826.2941
      3.514942      216.303400       1805.1940
      3.514942      217.039800       1810.4352
      3.514942      212.937200       1780.4931
      3.514942      214.705200       1787.9879
      3.514942      211.884400       1769.9817
      3.514942      211.415800       1760.1355
      3.514942      212.499200       1770.9039
      3.514942      216.357800       1809.0357
      3.514942      218.363400       1820.6992
      3.514942      215.601800       1795.3587
      3.514942      220.234000       1834.4077
      3.514942      216.869800       1807.1671
      3.514942      214.312200       1787.6814
      3.514942      218.197200       1794.3550
      3.514942      216.899200       1779.0927
      3.514942      223.353800       1832.5873
      3.514942      217.811200       1801.5229
      3.514942      215.875400       1797.1410
      3.514942      219.473800       1813.8779
      3.514942      218.328400       1791.7476
      3.514942      211.442400       1737.7919
      3.514942      215.152200       1765.5845
      3.514942      212.680400       1746.3033
      3.514942      214.023400       1762.3416
      3.514942      210.925400       1731.0636
      3.514942      211.137400       1735.8788
      3.514942      215.221400       1765.2445
      3.514942      216.108400       1778.6343
      3.514942      215.846600       1776.8897
      3.514942      214.573400       1760.4611
      3.514942      215.506200       1774.8615
      3.514942      214.764600       1770.1304
      3.514942      217.485200       1788.6298
      3.514942      214.161600       1756.4771
      3.514942      212.893200       1744.7594
      3.514942      216.548600       1781.8528
      3.514942      210.669200       1729.3965
      3.514942      215.928600       1775.7491
      3.514942      217.142400       1784.3261
      3.514942      211.707000       1736.6312
      3.514942      217.256600       1782.9702
      3.514942      220.244800       1808.2543
      3.514942      214.051600       1793.9687
      3.514942      212.275000       1741.5932
      3.514942      213.300800       1752.1240
      3.514942      218.580800       1793.1083
      3.514942      217.495200       1787.9712
      3.514942      215.928200       1771.0568
      3.514942      215.467600       1800.8840
      3.514942      211.888800       1768.0130
      3.514942      213.080400       1775.2270
      3.514942      218.068800       1821.4732
      3.514942      217.904800       1819.8513
      3.514942      212.903400       1774.8726
      3.514942      217.181200       1807.6305
      3.514942      221.411600       1839.8177
      3.514942      210.728800       1754.6979
      3.514942      212.778200       1776.9837
      3.514942      212.342400       1772.6740
      3.514942      214.089000       1789.2126
      3.514942      210.451600       1756.6632
      3.514942      219.974800       1837.5412
      3.514942      217.883400       1822.9410
      3.514942      216.600200       1804.8312
      3.514942      216.391400       1802.7666
      3.514942      209.226400       1741.8797
      3.514942      214.213000       1786.8075
      3.514942      219.548400       1832.6856
      3.514942      216.691400       1809.2109
      3.514942      211.980200       1763.0144
      3.514942      214.877800       1788.2797
      3.514942      217.143600       1810.7804
      3.514942      215.636200       1800.6490
      3.514942      221.304600       1844.0062
      3.514942      219.393400       1833.7821
      3.514942      212.118600       1764.6638
      3.514942      211.262800       1760.5984
      3.514942      213.093000       1775.1229
      3.514942      214.418400       1786.8931
      3.514942      214.282000       1767.6328
      3.514942      216.513800       1781.8434
      3.514942      213.902600       1784.6857
      3.514942      214.487000       1785.6286
      3.514942      213.255200       1775.4515
      3.514942      218.148600       1818.1164
      3.514942      223.309400       1860.0537
      3.514942      213.645600       1765.1909
      3.514942      213.037200       1749.7347
      3.514942      212.127800       1742.8951
      3.514942      214.870800       1773.4115
      3.514942      212.398400       1765.5445
      3.514942      219.086800       1832.5849
      3.514942      213.031000       1775.9973
      3.514942      216.477800       1785.7889
      3.514942      213.325000       1751.1442
      3.514942      215.563600       1771.0080
      3.514942      218.457200       1793.8514
      3.514942      210.922800       1730.3339
      3.514942      216.585400       1783.2450
      3.514942      218.847600       1793.9886
      3.514942      211.045600       1741.9998
      3.514942      211.500400       1786.8947
      3.514942      216.143800       1832.0601
      3.514942      214.048800       1818.4235
      3.514942      218.104200       1857.3227
      3.514942      212.704000       1811.9566
      3.514942      215.672000       1800.2059
      3.514942      217.116000       1809.1898
      3.514942      213.504400       1777.1663
      3.514942      211.155200       1750.0221
      3.514942      218.597600       1796.9132
      3.514942      220.165400       1812.1299
      3.514942      218.832000       1798.1438
      3.514942      221.899800       1823.4996
      3.514942      218.787400       1797.2716
      3.514942      214.560800       1759.9002
      3.514942      215.229800       1768.9702
      3.514942      214.388000       1756.7927
      3.514942      214.245600       1760.6016
      3.514942      211.669200       1740.3774
      3.514942      211.149600       1733.9434
      3.514942      214.617800       1776.1327
      3.514942      213.281400       1751.6608
      3.514942      214.771200       1771.8524
      3.514942      214.730400       1764.3876
      3.514942      219.311000       1811.6224
      3.514942      214.272200       1785.8679
      3.514942      211.851000       1765.0543
      3.514942      215.096600       1819.6261
      3.514942      213.411400       1779.8188
      3.514942      216.448000       1801.4498
      3.514942      220.982800       1842.9041
      3.514942      214.262200       1781.9108
      3.514942      213.345600       1777.4261
      3.514942      214.947800       1790.0698
      3.514942      215.759600       1797.5049
      3.514942      207.629800       1726.9312
      3.514942      216.282800       1801.7867
      3.514942      212.276400       1773.0939
      3.514942      218.611600       1831.8802
      3.514942      220.631400       1812.6750
      3.514942      218.809200       1799.2635
      3.514942      215.919000       1773.9146
      3.514942      215.247600       1771.2817
      3.514942      215.207000       1766.9481
      3.514942      214.968200       1789.5267
      3.514942      217.895600       1811.0080
      3.514942      215.042800       1792.9796
      3.514942      211.074200       1761.2704
      3.514942      212.805600       1775.0939
      3.514942      222.432800       1859.4385
      3.514942      217.179200       1827.7788
      3.514942      219.043600       1796.2270
      3.514942      215.208600       1796.2287
      3.514942      217.758800       1787.5385
      3.514942      211.763400       1739.1374
      3.514942      216.227600       1781.2063
      3.514942      215.297800       1799.3834
      3.514942      218.263600       1820.5807
      3.514942      217.649400       1817.0814
      3.514942      211.775600       1760.4083
      3.514942      213.403600       1775.3635
      3.514942      212.506400       1773.2200
      3.514942      213.829400       1778.7017
      3.514942      211.609200       1760.6818
      3.514942      216.533800       1804.7263
      3.514942      211.696600       1761.4894
      3.514942      212.840800       1771.9079
      3.514942      220.733000       1834.6934
      3.514942      218.186800       1817.0183
      3.514942      211.598600       1748.6267
      3.514942      219.156200       1796.3369
      3.514942      209.561000       1725.1966
      3.514942      214.576000       1758.7994
      3.514942      214.830200       1762.1094
      3.514942      209.728200       1722.2850
      3.514942      212.621400       1746.0363
      3.514942      222.712800       1830.6835
      3.514942      207.897400       1708.3421
      3.514942      214.571400       1765.5982
      3.514942      217.071400       1784.0160
      3.514942      210.861400       1730.6265
      3.514942      221.733000       1824.7342
      3.514942      215.937000       1783.4046
      3.514942      214.439400       1799.5654
      3.514942      212.849400       1772.7314
      3.514942      219.075600       1798.0646
      3.514942      209.205400       1720.6050
      3.514942      215.525600       1766.6967
      3.514942      212.440200       1745.2238
      3.514942      217.979200       1788.4278
      3.514942      221.546200       1817.7160
      3.514942      217.273800       1787.7448
      3.514942      215.693000       1768.8345
      3.514942      217.750200       1801.9270
      3.514942      214.252200       1758.4888
      3.514942      217.485200       1789.6107
      3.514942      220.592200       1838.9502
      3.514942      212.865200       1772.8290
      3.514942      218.537800       1818.0315
      3.514942      216.860800       1809.4574
      3.514942      215.160400       1765.0108
      3.514942      216.199000       1774.5769
      3.514942      219.376800       1801.4335
      3.514942      214.339800       1757.2288
      3.514942      212.486000       1741.8644
      3.514942      213.753000       1755.8162
      3.514942      211.074800       1733.6464
      3.514942      215.266000       1766.9387
      3.514942      214.114000       1761.4547
      3.514942      215.488000       1775.2877
      3.514942      216.193200       1804.3072
      3.514942      220.396600       1850.7021
      3.514942      219.943200       1829.9508
      3.514942      208.383600       1739.3464
      3.514942      217.308600       1815.0572
      3.514942      215.547200       1796.2751
      3.514942      216.469800       1804.0846
      3.514942      214.793800       1790.8882
      3.514942      216.111000       1805.7474
      3.514942      212.256200       1769.3925
      3.514942      214.296600       1780.6024
      3.514942      208.278000       1714.7548
      3.514942      220.608200       1812.7628
      3.514942      214.043200       1755.9897
      3.514942      214.757800       1782.6608
      3.514942      214.772600       1764.5603
      3.514942      211.881000       1739.4532
      3.514942      214.484800       1783.6078
      3.514942      218.886200       1824.9060
      3.514942      217.063200       1808.8451
      3.514942      214.661000       1791.9786
      3.514942      212.738400       1773.9663
      3.514942      214.141400       1786.5181
      3.514942      209.436600       1743.4142
      3.514942      216.660400       1808.8284
      3.514942      222.338600       1852.5655
      3.514942      214.972400       1791.6307
      3.514942      215.484000       1799.4001
      3.514942      217.603800       1869.1908
      3.514942      213.306600       1781.5297
      3.514942      209.200400       1755.2213
      3.514942      216.331000       1805.7865
      3.514942      205.583000       1714.3194
      3.514942      221.130400       1848.2750
      3.514942      206.768400       1722.9558
      3.514942      213.275400       1776.7760
      3.514942      218.245000       1817.6996
      3.514942      211.769800       1770.0568
      3.514942      218.189600       1816.8446
      3.514942      218.725000       1804.2538
      3.514942      213.712400       1751.1530
      3.514942      211.751200       1760.9742
      3.514942      213.818000       1784.8039
      3.514942      213.578000       1782.9947
      3.514942      217.493400       1814.7091
      3.514942      210.504800       1751.4956
      3.514942      214.359200       1791.9805
      3.514942      212.692600       1759.0571
      3.514942      211.378600       1735.2721
      3.514942      211.373800       1734.7140
      3.514942      220.365000       1825.2337
      3.514942      215.146400       1774.7119
      3.514942      213.547000       1780.6767
      3.514942      213.994200       1782.2382
      3.514942      213.795000       1779.8359
      3.514942      218.138800       1818.8465
      3.514942      214.138600       1782.8454
      3.514942      214.778000       1790.6656
      3.514942      214.867200       1788.8687
      3.514942      211.874200       1769.4689
      3.514942      217.744600       1814.9419
      3.514942      213.150800       1777.5533
      3.514942      217.759600       1819.3443
      3.514942      220.000200       1830.6913
      3.514942      214.964600       1802.3401
      3.514942      208.367200       1735.5456
      3.514942      210.506200       1750.0043
      3.514942      215.782600       1800.8702
      3.514942      212.297200       1770.1211
      3.514942      217.970400       1816.5078
      3.514942      215.764600       1797.3984
      3.514942      213.909800       1780.2452
      3.514942      220.090000       1827.8277
      3.514942      219.046000       1797.3683
      3.514942      213.346600       1770.9237
      3.514942      212.641600       1768.4657
      3.514942      213.863600       1779.4097
      3.514942      215.402000       1795.3636
      3.514942      216.670000       1809.5754
      3.514942      214.077600       1784.7807
      3.514942      217.158600       1835.6366
      3.514942      214.958600       1794.1547
      3.514942      221.883200       1851.0588
      3.514942      215.584400       1796.7621
      3.514942      211.584000       1761.8428
      3.514942      217.126000       1815.7778
      3.514942      215.519000       1793.2335
      3.514942      216.901800       1810.5722
      3.514942      219.415800       1826.8370
      3.514942      217.093800       1813.1022
      3.514942      214.055000       1788.4985
      3.514942      213.706000       1785.3881
      3.514942      213.913400       1789.2584
      3.514942      214.313800       1790.9732
      3.514942      215.447200       1804.1552
      3.514942      214.380000       1785.4308
      3.514942      216.789800       1800.6809
      3.514942      214.842400       1790.1510
      3.514942      218.561200       1826.7611
      3.514942      220.803400       1840.7067
      3.514942      210.205600       1755.2050
      3.514942      210.643800       1753.6770
      3.514942      218.397600       1822.5924
      3.514942      214.379400       1828.6361
      3.514942      212.101800       1767.2670
      3.514942      212.408000       1789.0856
      3.514942      216.055600       1799.6848
      3.514942      215.973400       1804.3106
      3.514942      213.721800       1781.8023
      3.514942      215.978600       1797.8493
      3.514942      214.172000       1781.8640
      3.514942      220.396200       1809.3116
      3.514942      223.496800       1842.7467
      3.514942      213.608600       1780.1576
      3.514942      220.857600       1837.3087
      3.514942      217.270000       1810.9886
      3.514942      214.179000       1786.4193
      3.514942      212.043000       1771.7602
      3.514942      217.007000       1804.5494
      3.514942      216.547400       1808.8541
      3.514942      210.893200       1758.6317
      3.514942      214.585800       1788.5216
      3.514942      213.467800       1785.9468
      3.514942      215.307200       1792.9161
      3.514942      219.582000       1824.7478
      3.514942      212.474400       1745.6334
      3.514942      220.659400       1811.0574
      3.514942      211.982600       1748.6424
      3.514942      207.221800       1727.7861
      3.514942      208.365800       1740.9530
      3.514942      211.140800       1763.7435
      3.514942      214.329400       1761.7626
      3.514942      211.874400       1738.9383
      3.514942      216.664200       1804.4866
      3.514942      213.253600       1772.8895
      3.514942      214.781000       1789.5236
      3.514942      210.592200       1764.0607
      3.514942      215.994000       1798.0084
      3.514942      214.415400       1788.3204
      3.514942      211.408600       1761.5461
      3.514942      213.057800       1775.1947
      3.514942      211.754200       1744.1245
      3.514942      214.469400       1759.8468
      3.514942      212.537800       1749.1302
      3.514942      211.662400       1739.6094
      3.514942      210.131800       1748.9270
      3.514942      216.808800       1805.5602
      3.514942      210.324800       1753.0622
      3.514942      213.462800       1777.3222
      3.514942      217.673000       1809.6145
      3.514942      216.687400       1809.5217
      3.514942      213.495400       1780.2297
      3.514942      214.598400       1789.1080
      3.514942      216.799600       1808.8116
      3.514942      217.680200       1817.9728
      3.514942      210.994000       1760.6127
      3.514942      220.605000       1839.5657
      3.514942      217.037000       1812.1980
      3.514942      214.212600       1786.2600
      3.514942      214.741400       1791.7707
      3.514942      213.469800       1782.2851
      3.514942      213.356000       1779.4979
      3.514942      215.671200       1796.6508
      3.514942      222.373400       1859.0208
      3.514942      218.895000       1822.8618
      3.514942      216.713600       1806.9199
      3.514942      213.800800       1782.5919
      3.514942      216.429000       1806.5246
      3.514942      218.314000       1817.7294
      3.514942      212.327400       1765.0633
      3.514942      214.184200       1783.0606
      3.514942      212.508600       1754.5313
      3.514942      218.099600       1790.0474
      3.514942      212.236200       1744.8819
      3.514942      219.580400       1801.4687
      3.514942      214.109400       1756.4507
      3.514942      220.353800       1808.7582
      3.514942      211.462200       1736.2892
      3.514942      221.691800       1823.3932
      3.514942      212.061000       1740.9709
      3.514942      217.281000       1788.8975
      3.514942      219.860400       1809.6283
      3.514942      213.674200       1751.4994
      3.514942      218.919000       1801.4147
      3.514942      219.630000       1802.9380
      3.514942      214.962600       1803.5760
      3.514942      216.376800       1827.0956
      3.514942      220.219800       1820.3683
      3.514942      213.597600       1758.2589
      3.514942      212.315000       1742.9454
      3.514942      214.894000       1788.9565
      3.514942      217.034400       1806.1918
      3.514942      212.165000       1766.0751
      3.514942      219.697800       1834.3873
      3.514942      216.242000       1802.1746
      3.514942      215.942800       1797.4718
      3.514942      215.459600       1797.2178
      3.514942      216.473400       1809.1842
      3.514942      217.792200       1815.9424
      3.514942      214.957800       1791.5683
      3.514942      211.926000       1747.4217
      3.514942      212.692400       1763.7873
      3.514942      218.740000       1821.0802
      3.514942      218.423400       1823.5124
      3.514942      213.865600       1781.8973
      3.514942      214.431200       1791.7394
      3.514942      212.080000       1771.1941
      3.514942      217.106400       1809.7683
      3.514942      218.093000       1812.6007
      3.514942      214.124000       1755.3850
      3.514942      216.202400       1776.4306
      3.514942      220.931600       1815.3245
      3.514942      211.351200       1736.5390
      3.514942      213.987600       1770.3726
      3.514942      221.329600       1814.7442
      3.514942      213.909600       1755.7276
      3.514942      209.793200       1721.6230
      3.514942      218.198400       1790.2826
      3.514942      211.498000       1738.2565
      3.514942      209.670400       1721.5036
      3.514942      218.795400       1800.8235
      3.514942      210.410400       1729.2769
      3.514942      214.839000       1764.0393
      3.514942      212.907000       1745.8301
      3.514942      214.646800       1784.4350
      3.514942      210.820200       1754.7635
      3.514942      215.838400       1799.0731
      3.514942      217.669400       1813.5822
      3.514942      211.035200       1758.0750
      3.514942      220.406800       1839.1640
      3.514942      213.023000       1776.6066
      3.514942      214.501400       1787.3034
      3.514942      220.903400       1843.9411
      3.514942      215.528600       1797.9503
      3.514942      215.970600       1806.4536
      3.514942      217.786200       1817.9815
      3.514942      214.942400       1790.8924
      3.514942      216.342600       1803.5882
      3.514942      213.641200       1778.9684
      3.514942      214.489800       1790.8004
      3.514942      216.035800       1800.3199
      3.514942      211.999200       1769.9692
      3.514942      212.978200       1775.4474
      3.514942      211.913200       1770.4753
      3.514942      218.397400       1820.3612
      3.514942      220.391600       1842.0484
      3.514942      213.467200       1751.4002
      3.514942      211.680000       1736.4105
      3.514942      220.920200       1817.4641
      3.514942      209.926000       1752.1313
      3.514942      216.884800       1807.9569
      3.514942      223.430200       1865.3527
      3.514942      211.333000       1757.3742
      3.514942      216.655600       1814.7178
      3.514942      214.843400       1811.4000
      3.514942      214.763400       1803.1102
      3.514942      214.326400       1818.2794
      3.514942      214.222800       1822.0597
      3.514942      219.794000       1856.3963
      3.514942      218.250600       1825.7001
      3.514942      213.231000       1777.7314
      3.514942      218.660200       1824.6159
      3.514942      209.849600       1749.7359
      3.514942      216.268200       1804.6378
      3.514942      217.630000       1815.5741
      3.514942      216.327000       1800.9537
      3.514942      214.195200       1783.5514
      3.514942      210.682800       1758.1763
      3.514942      214.634600       1787.8657
      3.514942      214.550000       1793.9033
      3.514942      221.956000       1848.8859
      3.514942      213.489000       1782.6007
      3.514942      212.175400       1771.7405
      3.514942      214.247400       1788.3680
      3.514942      214.131000       1787.6681
      3.514942      209.064200       1742.5168
      3.514942      217.301400       1785.2954
      3.514942      214.854600       1760.1797
      3.514942      211.297200       1735.2680
      3.514942      210.678600       1729.1369
      3.514942      216.096400       1790.7185
      3.514942      209.052200       1748.8552
      3.514942      211.962600       1741.3123
      3.514942      212.717600       1756.5138
      3.514942      213.532200       1756.1219
      3.514942      221.654200       1818.2096
      3.514942      218.525400       1792.5554
      3.514942      210.550800       1754.9955
      3.514942      218.014800       1820.5246
      3.514942      211.554000       1763.8361
